Date,AAPL,AMZN,GOOG,TSLA
2022-01-14,172.07135009765625,162.13800048828125,139.7864990234375,349.8699951171875
2022-01-18,168.82020568847656,158.91749572753906,136.29049682617188,343.5033264160156
2022-01-19,165.2707977294922,156.2989959716797,135.65199279785156,331.8833312988281
2022-01-20,163.56072998046875,151.66749572753906,133.50650024414062,332.0899963378906
2022-01-21,161.4728546142578,142.64300537109375,130.0919952392578,314.6333312988281
2022-01-24,160.68740844726562,144.54400634765625,130.3719940185547,310.0
2022-01-25,158.85801696777344,139.98599243164062,126.7354965209961,306.1333312988281
2022-01-26,158.76852416992188,138.87249755859375,129.24000549316406,312.4700012207031
2022-01-27,158.30125427246094,139.6374969482422,129.12100219726562,276.3666687011719
2022-01-28,169.34713745117188,143.97799682617188,133.2895050048828,282.1166687011719
2022-01-31,173.77146911621094,149.57350158691406,135.69850158691406,312.239990234375
2022-02-01,173.60244750976562,151.19349670410156,137.8784942626953,310.4166564941406
2022-02-02,174.82534790039062,150.6125030517578,148.0364990234375,301.88665771484375
2022-02-03,171.9022979736328,138.8455047607422,142.65049743652344,297.0466613769531
2022-02-04,171.61363220214844,157.63949584960938,143.01600646972656,307.7733459472656
2022-02-07,170.8869171142578,157.9355010986328,138.93800354003906,302.4466552734375
2022-02-08,174.04263305664062,161.4134979248047,139.21299743652344,307.3333435058594
2022-02-09,175.48609924316406,161.1894989013672,141.4530029296875,310.6666564941406
2022-02-10,171.34483337402344,159.0034942626953,138.6024932861328,301.51666259765625
2022-02-11,167.88050842285156,153.2935028076172,134.1300048828125,286.6666564941406
2022-02-14,168.11944580078125,155.16700744628906,135.3000030517578,291.9200134277344
2022-02-15,172.01181030273438,156.510498046875,136.42550659179688,307.4766540527344
2022-02-16,171.7729034423828,158.10049438476562,137.4875030517578,307.7966613769531
2022-02-17,168.11944580078125,154.65249633789062,132.30850219726562,292.1166687011719
2022-02-18,166.5465545654297,152.60150146484375,130.46749877929688,285.6600036621094
2022-02-22,163.57998657226562,150.19749450683594,129.40249633789062,273.84332275390625
2022-02-23,159.34912109375,144.82699584960938,127.58499908447266,254.67999267578125
2022-02-24,162.00709533691406,151.35800170898438,132.67349243164062,266.92333984375
2022-02-25,164.1075897216797,153.7884979248047,134.51950073242188,269.9566650390625
2022-02-28,164.37635803222656,153.56300354003906,134.89100646972656,290.1433410644531
2022-03-01,162.4650115966797,151.14199829101562,134.16799926757812,288.1233215332031
2022-03-02,165.80987548828125,152.05250549316406,134.75149536132812,293.2966613769531
2022-03-03,165.4813690185547,147.89849853515625,134.30799865722656,279.7633361816406
2022-03-04,162.4351348876953,145.64100646972656,132.1219940185547,279.42999267578125
2022-03-07,158.58258056640625,137.4530029296875,126.4645004272461,268.1933288574219
2022-03-08,156.73094177246094,136.01449584960938,127.27850341796875,274.79998779296875
2022-03-09,162.2161407470703,139.2790069580078,133.86599731445312,286.3233337402344
2022-03-10,157.8061065673828,146.8175048828125,132.6820068359375,279.4333190917969
2022-03-11,154.0331573486328,145.52450561523438,130.47549438476562,265.1166687011719
2022-03-14,149.941650390625,141.85299682617188,126.74099731445312,255.4566650390625
2022-03-15,154.3915252685547,147.3665008544922,129.66050720214844,267.2966613769531
2022-03-16,158.87127685546875,153.10400390625,133.6905059814453,280.07666015625
2022-03-17,159.89662170410156,157.23899841308594,134.60049438476562,290.5333251953125
2022-03-18,163.2415008544922,161.25050354003906,136.80149841308594,301.7966613769531
2022-03-21,164.63519287109375,161.4915008544922,136.47850036621094,307.0533447265625
2022-03-22,168.05970764160156,164.88900756835938,140.27749633789062,331.32666015625
2022-03-23,169.44345092773438,163.4080047607422,138.5034942626953,333.03668212890625
2022-03-24,173.2860565185547,163.64950561523438,141.31199645996094,337.97332763671875
2022-03-25,173.93313598632812,164.77349853515625,141.52149963378906,336.8800048828125
2022-03-28,174.80917358398438,168.99049377441406,141.9499969482422,363.9466552734375
2022-03-29,178.154052734375,169.31500244140625,143.25,366.5233459472656
2022-03-30,176.9694061279297,166.30099487304688,142.64450073242188,364.663330078125
2022-03-31,173.82362365722656,162.99749755859375,139.64950561523438,359.20001220703125
2022-04-01,173.5249786376953,163.55999755859375,140.6999969482422,361.5299987792969
2022-04-04,177.63638305664062,168.34649658203125,143.6425018310547,381.8166809082031
2022-04-05,174.2716064453125,164.05499267578125,141.06300354003906,363.7533264160156
2022-04-06,171.05613708496094,158.75599670410156,137.17599487304688,348.586669921875
2022-04-07,171.36474609375,157.7845001220703,136.46499633789062,352.4200134277344
2022-04-08,169.323974609375,154.4604949951172,134.010498046875,341.8299865722656
2022-04-11,165.00352478027344,151.1219940185547,129.79649353027344,325.30999755859375
2022-04-12,166.90492248535156,150.78750610351562,128.37449645996094,328.98333740234375
2022-04-13,169.63258361816406,155.54100036621094,130.28599548339844,340.7900085449219
2022-04-14,164.54559326171875,151.7064971923828,127.25299835205078,328.3333435058594
2022-04-18,164.32659912109375,152.78500366210938,127.96099853515625,334.7633361816406
2022-04-19,166.64608764648438,158.11549377441406,130.531005859375,342.7166748046875
2022-04-20,166.47686767578125,153.9980010986328,128.24549865722656,325.73333740234375
2022-04-21,165.67051696777344,148.29600524902344,124.9375,336.260009765625
2022-04-22,161.0613555908203,144.35000610351562,119.61399841308594,335.01666259765625
2022-04-25,162.14645385742188,146.07400512695312,123.25,332.67333984375
2022-04-26,156.09384155273438,139.39100646972656,119.50599670410156,292.1400146484375
2022-04-27,155.86488342285156,138.16700744628906,115.02050018310547,293.836669921875
2022-04-28,162.9030303955078,144.59649658203125,119.4114990234375,292.5033264160156
2022-04-29,156.9399871826172,124.28150177001953,114.96649932861328,290.2533264160156
2022-05-02,157.24862670898438,124.5,117.15699768066406,300.9800109863281
2022-05-03,158.76177978515625,124.25350189208984,118.12950134277344,303.0833435058594
2022-05-04,165.27232360839844,125.92849731445312,122.57499694824219,317.5400085449219
2022-05-05,156.06398010253906,116.40699768066406,116.74649810791016,291.09332275390625
2022-05-06,156.80172729492188,114.77249908447266,115.66000366210938,288.54998779296875
2022-05-09,151.59759521484375,108.78900146484375,113.08399963378906,262.3699951171875
2022-05-10,154.04013061523438,108.85900115966797,114.58450317382812,266.67999267578125
2022-05-11,146.05450439453125,105.37200164794922,113.96099853515625,244.6666717529297
2022-05-12,142.12648010253906,106.93049621582031,113.16100311279297,242.6666717529297
2022-05-13,146.6626434326172,113.05500030517578,116.5155029296875,256.5299987792969
2022-05-16,145.097412109375,110.81050109863281,114.7925033569336,241.4566650390625
2022-05-17,148.7861785888672,115.36849975585938,116.70149993896484,253.8699951171875
2022-05-18,140.39178466796875,107.11250305175781,112.4010009765625,236.60333251953125
2022-05-19,136.93234252929688,107.31900024414062,110.74549865722656,236.47332763671875
2022-05-20,137.17160034179688,107.59100341796875,109.31300354003906,221.3000030517578
2022-05-23,142.67481994628906,107.55699920654297,111.66649627685547,224.96665954589844
2022-05-24,139.9331817626953,104.0999984741211,105.9260025024414,209.3866729736328
2022-05-25,140.0926971435547,106.7750015258789,105.8395004272461,219.60000610351562
2022-05-26,143.3427734375,111.07749938964844,108.2959976196289,235.91000366210938
2022-05-27,149.18495178222656,115.14649963378906,112.79900360107422,253.2100067138672
2022-05-31,148.38739013671875,120.20950317382812,114.03900146484375,252.75332641601562
2022-06-01,148.25779724121094,121.68399810791016,114.13700103759766,246.7899932861328
2022-06-02,150.75018310546875,125.51100158691406,117.74600219726562,258.3333435058594
2022-06-03,144.9379119873047,122.3499984741211,114.56400299072266,234.51666259765625
2022-06-06,145.6956024169922,124.79000091552734,117.010498046875,238.27999877929688
2022-06-07,148.25779724121094,123.0,117.22949981689453,238.8866729736328
2022-06-08,147.51007080078125,121.18000030517578,117.23799896240234,241.86666870117188
2022-06-09,142.2062530517578,116.1500015258789,114.91799926757812,239.7066650390625
2022-06-10,136.7130126953125,109.6500015258789,111.42749786376953,232.22999572753906
2022-06-13,131.4789581298828,103.66999816894531,106.87650299072266,215.73666381835938
2022-06-14,132.3562774658203,102.30999755859375,107.19400024414062,220.88999938964844
2022-06-15,135.01815795898438,107.66999816894531,110.3905029296875,233.0
2022-06-16,129.66448974609375,103.66000366210938,106.63600158691406,213.10000610351562
2022-06-17,131.15992736816406,106.22000122070312,107.8655014038086,216.75999450683594
2022-06-21,135.45681762695312,108.68000030517578,112.01499938964844,237.0366668701172
2022-06-22,134.93841552734375,108.94999694824219,112.03399658203125,236.086669921875
2022-06-23,137.8495330810547,112.44000244140625,112.68450164794922,235.07000732421875
2022-06-24,141.22923278808594,116.45999908447266,118.53800201416016,245.7066650390625
2022-06-27,141.22923278808594,113.22000122070312,116.62249755859375,244.9199981689453
2022-06-28,137.02206420898438,107.4000015258789,112.57150268554688,232.663330078125
2022-06-29,138.80661010742188,108.91999816894531,112.25650024414062,228.49000549316406
2022-06-30,136.3042449951172,106.20999908447266,109.37249755859375,224.47332763671875
2022-07-01,138.50750732421875,109.55999755859375,109.08100128173828,227.26333618164062
2022-07-05,141.12953186035156,113.5,113.88700103759766,233.06666564941406
2022-07-06,142.48538208007812,114.33000183105469,115.2135009765625,231.73333740234375
2022-07-07,145.90496826171875,116.33000183105469,119.30599975585938,244.5433349609375
2022-07-08,146.5928497314453,115.54000091552734,120.16850280761719,250.76333618164062
2022-07-11,144.42945861816406,111.75,116.52249908447266,234.3433380126953
2022-07-12,145.41644287109375,109.22000122070312,114.84950256347656,233.07000732421875
2022-07-13,145.04757690429688,110.4000015258789,112.18699645996094,237.0399932861328
2022-07-14,148.01852416992188,110.62999725341797,111.44000244140625,238.31333923339844
2022-07-15,149.7133331298828,113.55000305175781,112.76699829101562,240.06666564941406
2022-07-18,146.62278747558594,113.76000213623047,109.91000366210938,240.54666137695312
2022-07-19,150.5408172607422,118.20999908447266,114.62000274658203,245.52999877929688
2022-07-20,152.57461547851562,122.7699966430664,114.69999694824219,247.5
2022-07-21,154.87759399414062,124.62999725341797,115.04000091552734,271.7066650390625
2022-07-22,153.6214141845703,122.41999816894531,108.36000061035156,272.24334716796875
2022-07-25,152.48489379882812,121.13999938964844,108.20999908447266,268.4333190917969
2022-07-26,151.1389923095703,114.80999755859375,105.44000244140625,258.8599853515625
2022-07-27,156.31320190429688,120.97000122070312,113.5999984741211,274.82000732421875
2022-07-28,156.87152099609375,122.27999877929688,114.58999633789062,280.8999938964844
2022-07-29,162.01580810546875,134.9499969482422,116.63999938964844,297.1499938964844
2022-08-01,161.0188446044922,135.38999938964844,115.4800033569336,297.27667236328125
2022-08-02,159.52340698242188,134.16000366210938,115.9000015258789,300.586669921875
2022-08-03,165.62481689453125,139.52000427246094,118.77999877929688,307.39666748046875
2022-08-04,165.3057861328125,142.57000732421875,118.87000274658203,308.6333312988281
2022-08-05,165.076171875,140.8000030517578,118.22000122070312,288.1700134277344
2022-08-08,164.59695434570312,139.41000366210938,118.13999938964844,290.42333984375
2022-08-09,164.64686584472656,137.8300018310547,117.5,283.3333435058594
2022-08-10,168.95973205566406,142.69000244140625,120.6500015258789,294.3566589355469
2022-08-11,168.21096801757812,140.63999938964844,119.81999969482422,286.6300048828125
2022-08-12,171.8149871826172,143.5500030517578,122.6500015258789,300.0299987792969
2022-08-15,172.90318298339844,143.17999267578125,122.87999725341797,309.32000732421875
2022-08-16,172.74343872070312,144.77999877929688,122.51000213623047,306.5633239746094
2022-08-17,174.26092529296875,142.10000610351562,120.31999969482422,303.9966735839844
2022-08-18,173.86158752441406,142.3000030517578,120.86000061035156,302.8699951171875
2022-08-19,171.23594665527344,138.22999572753906,118.12000274658203,296.6666564941406
2022-08-22,167.29249572753906,133.22000122070312,115.06999969482422,289.913330078125
2022-08-23,166.9530487060547,133.6199951171875,114.7699966430664,296.4533386230469
2022-08-24,167.25254821777344,133.8000030517578,114.69999694824219,297.0966796875
2022-08-25,169.7484130859375,137.27999877929688,117.69999694824219,296.07000732421875
2022-08-26,163.34901428222656,130.75,111.30000305175781,288.0899963378906
2022-08-29,161.1127471923828,129.7899932861328,110.33999633789062,284.82000732421875
2022-08-30,158.64683532714844,128.72999572753906,109.91000366210938,277.70001220703125
2022-08-31,156.95962524414062,126.7699966430664,109.1500015258789,275.6099853515625
2022-09-01,157.6984100341797,127.81999969482422,110.55000305175781,277.1600036621094
2022-09-02,155.5519561767578,127.51000213623047,108.68000030517578,270.2099914550781
2022-09-06,154.27407836914062,126.11000061035156,107.4800033569336,274.4200134277344
2022-09-07,155.70172119140625,129.47999572753906,110.4800033569336,283.70001220703125
2022-09-08,154.20420837402344,129.82000732421875,109.41999816894531,289.260009765625
2022-09-09,157.109375,133.27000427246094,111.77999877929688,299.67999267578125
2022-09-12,163.15933227539062,136.4499969482422,111.87000274658203,304.4200134277344
2022-09-13,153.58522033691406,126.81999969482422,105.30999755859375,292.1300048828125
2022-09-14,155.0527801513672,128.5500030517578,105.87000274658203,302.6099853515625
2022-09-15,152.11764526367188,126.27999877929688,103.9000015258789,303.75
2022-09-16,150.45042419433594,123.52999877929688,103.62999725341797,303.3500061035156
2022-09-19,154.22415161132812,124.66000366210938,103.8499984741211,309.07000732421875
2022-09-20,156.64015197753906,122.19000244140625,101.83000183105469,308.7300109863281
2022-09-21,153.46542358398438,118.54000091552734,100.01000213623047,300.79998779296875
2022-09-22,152.48704528808594,117.30999755859375,100.56999969482422,288.5899963378906
2022-09-23,150.1808624267578,113.77999877929688,99.16999816894531,275.3299865722656
2022-09-26,150.5203094482422,115.1500015258789,98.80999755859375,276.010009765625
2022-09-27,151.5086669921875,114.41000366210938,98.08999633789062,282.94000244140625
2022-09-28,149.5918426513672,118.01000213623047,100.73999786376953,287.80999755859375
2022-09-29,142.24403381347656,114.80000305175781,98.08999633789062,268.2099914550781
2022-09-30,137.9711151123047,113.0,96.1500015258789,265.25
2022-10-03,142.21408081054688,115.87999725341797,99.30000305175781,242.39999389648438
2022-10-04,145.85804748535156,121.08999633789062,102.41000366210938,249.44000244140625
2022-10-05,146.15753173828125,120.94999694824219,102.22000122070312,240.80999755859375
2022-10-06,145.18914794921875,120.30000305175781,102.23999786376953,238.1300048828125
2022-10-07,139.8579864501953,114.55999755859375,99.56999969482422,223.07000732421875
2022-10-10,140.18743896484375,113.66999816894531,98.70999908447266,222.9600067138672
2022-10-11,138.7498321533203,112.20999908447266,98.05000305175781,216.5
2022-10-12,138.1108856201172,112.9000015258789,98.30000305175781,217.24000549316406
2022-10-13,142.75320434570312,112.52999877929688,99.70999908447266,221.72000122070312
2022-10-14,138.1508331298828,106.9000015258789,97.18000030517578,204.99000549316406
2022-10-17,142.17416381835938,113.79000091552734,100.77999877929688,219.35000610351562
2022-10-18,143.51193237304688,116.36000061035156,101.38999938964844,220.19000244140625
2022-10-19,143.6217498779297,115.06999969482422,100.29000091552734,222.0399932861328
2022-10-20,143.15252685546875,115.25,100.52999877929688,207.27999877929688
2022-10-21,147.02610778808594,119.31999969482422,101.4800033569336,214.44000244140625
2022-10-24,149.20248413085938,119.81999969482422,102.97000122070312,211.25
2022-10-25,152.08770751953125,120.5999984741211,104.93000030517578,222.4199981689453
2022-10-26,149.1026611328125,115.66000366210938,94.81999969482422,224.63999938964844
2022-10-27,144.56019592285156,110.95999908447266,92.5999984741211,225.08999633789062
2022-10-28,155.48208618164062,103.41000366210938,96.58000183105469,228.52000427246094
2022-10-31,153.08604431152344,102.44000244140625,94.66000366210938,227.5399932861328
2022-11-01,150.40049743652344,96.79000091552734,90.5,227.82000732421875
2022-11-02,144.78981018066406,92.12000274658203,87.06999969482422,214.97999572753906
2022-11-03,138.65000915527344,89.30000305175781,83.48999786376953,215.30999755859375
2022-11-04,138.3800048828125,90.9800033569336,86.69999694824219,207.47000122070312
2022-11-07,138.9199981689453,90.52999877929688,88.6500015258789,197.0800018310547
2022-11-08,139.5,89.9800033569336,88.91000366210938,191.3000030517578
2022-11-09,134.8699951171875,86.13999938964844,87.4000015258789,177.58999633789062
2022-11-10,146.8699951171875,96.62999725341797,94.16999816894531,190.72000122070312
2022-11-11,149.6999969482422,100.79000091552734,96.7300033569336,195.97000122070312
2022-11-14,148.27999877929688,98.48999786376953,96.02999877929688,190.9499969482422
2022-11-15,150.0399932861328,98.94000244140625,98.72000122070312,194.4199981689453
2022-11-16,148.7899932861328,97.12000274658203,98.98999786376953,186.9199981689453
2022-11-17,150.72000122070312,94.8499984741211,98.5,183.1699981689453
2022-11-18,151.2899932861328,94.13999938964844,97.80000305175781,180.19000244140625
2022-11-21,148.00999450683594,92.45999908447266,95.83000183105469,167.8699951171875
2022-11-22,150.17999267578125,93.19999694824219,97.33000183105469,169.91000366210938
2022-11-23,151.07000732421875,94.12999725341797,98.81999969482422,183.1999969482422
2022-11-25,148.11000061035156,93.41000366210938,97.5999984741211,182.86000061035156
2022-11-28,144.22000122070312,93.94999694824219,96.25,182.9199981689453
2022-11-29,141.1699981689453,92.41999816894531,95.44000244140625,180.8300018310547
2022-11-30,148.02999877929688,96.54000091552734,101.44999694824219,194.6999969482422
2022-12-01,148.30999755859375,95.5,101.27999877929688,194.6999969482422
2022-12-02,147.80999755859375,94.12999725341797,100.83000183105469,194.86000061035156
2022-12-05,146.6300048828125,91.01000213623047,99.87000274658203,182.4499969482422
2022-12-06,142.91000366210938,88.25,97.30999755859375,179.82000732421875
2022-12-07,140.94000244140625,88.45999908447266,95.1500015258789,174.0399932861328
2022-12-08,142.64999389648438,90.3499984741211,93.94999694824219,173.44000244140625
2022-12-09,142.16000366210938,89.08999633789062,93.06999969482422,179.0500030517578
2022-12-12,144.49000549316406,90.55000305175781,93.55999755859375,167.82000732421875
2022-12-13,145.47000122070312,92.48999786376953,95.8499984741211,160.9499969482422
2022-12-14,143.2100067138672,91.58000183105469,95.30999755859375,156.8000030517578
2022-12-15,136.5,88.44999694824219,91.19999694824219,157.6699981689453
2022-12-16,134.50999450683594,87.86000061035156,90.86000061035156,150.22999572753906
2022-12-19,132.3699951171875,84.91999816894531,89.1500015258789,149.8699951171875
2022-12-20,132.3000030517578,85.19000244140625,89.62999725341797,137.8000030517578
2022-12-21,135.4499969482422,86.7699966430664,90.25,137.57000732421875
2022-12-22,132.22999572753906,83.79000091552734,88.26000213623047,125.3499984741211
2022-12-23,131.86000061035156,85.25,89.80999755859375,123.1500015258789
2022-12-27,130.02999877929688,83.04000091552734,87.93000030517578,109.0999984741211
2022-12-28,126.04000091552734,81.81999969482422,86.45999908447266,112.70999908447266
2022-12-29,129.61000061035156,84.18000030517578,88.94999694824219,121.81999969482422
2022-12-30,129.92999267578125,84.0,88.7300033569336,123.18000030517578
2023-01-03,125.06999969482422,85.81999969482422,89.69999694824219,108.0999984741211
2023-01-04,126.36000061035156,85.13999938964844,88.70999908447266,113.63999938964844
2023-01-05,125.0199966430664,83.12000274658203,86.7699966430664,110.33999633789062
2023-01-06,129.6199951171875,86.08000183105469,88.16000366210938,113.05999755859375
2023-01-09,130.14999389648438,87.36000061035156,88.80000305175781,119.7699966430664
2023-01-10,130.72999572753906,89.87000274658203,89.23999786376953,118.8499984741211
2023-01-11,133.49000549316406,95.08999633789062,92.26000213623047,123.22000122070312
2023-01-12,133.41000366210938,95.2699966430664,91.91000366210938,123.55999755859375
2023-01-13,134.75999450683594,98.12000274658203,92.80000305175781,122.4000015258789
